고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6,기호품7
582,30,31981,63144,49259,16406,15170,103052,20385
583,171,64364,75777,51396,95052,198871,77651,200259
584,33,37777,19571,46367,33523,20469,24985,47336
585,62,2952,135950,54773,128220,140678,227230,575748
586,3,0,0,14687,0,0,1630,0
587,24,115922,18542,39205,51436,54613,6070,310243
588,102,134796,206306,82362,100248,49647,242134,36805
589,29,23616,19158,9942,3370,27307,23484,9855
590,42,30209,16470,42775,23784,14958,22283,64026
591,17,15992,0,16608,12097,4035,15796,6532
592,21,17565,2884,33104,14810,204535,17264,2252
593,5,0,19572,0,28060,0,12868,0
594,35,37099,61806,170352,92745,30342,113603,35476
595,14,6888,5150,2994,35032,15686,4246,0
596,58,58630,117625,177041,72277,19965,82367,12501
597,17,29423,25093,23026,29264,10458,0,2117
598,107,78082,92706,116313,147971,60509,37211,34000
599,38,27690,122580,46435,39021,203726,46968,99626
600,63,143850,79440,238208,45123,74831,90110,127916
601,18,2952,5459,43158,887,20531,10401,34237
602,18,39165,29666,61235,0,29955,17801,31873
603,31,58649,65347,39296,17293,49375,15807,29958
604,13,0,25237,10733,19953,30341,10724,5631
605,131,82235,91749,87039,109994,108335,118064,52413
606,23,6180,187547,40109,9383,34821,0,5383
607,19,37650,6963,15535,22250,15018,21018,13628
608,36,60203,152454,14236,102146,44450,143309,0
609,12,10608,0,38391,18624,22048,77691,17456
610,25,0,30905,86432,0,30494,0,0
611,49,0,359458,36108,54018,443722,159564,710986
612,47,26372,52327,128572,154486,41667,0,3942
613,20,127435,25752,7004,12327,7029,83986,15924
614,5,6593,8241,18077,0,0,77209,0
615,30,0,6839,13523,13098,79028,54358,30497
616,36,15183,6459,70637,16086,5208,9544,3739
617,40,0,21632,0,20999,50751,33993,118728
618,41,17713,15431,92092,124856,43893,20106,2816
619,44,31656,26986,29815,42665,85559,54957,0
620,11,45857,27606,4519,0,13148,22412,30408
621,91,188944,50981,177833,94299,45793,47729,66796
622,4,0,0,15523,0,0,0,19034
623,73,28242,33684,9038,97861,65132,149309,59662
624,8,20370,9580,18812,15520,19358,0,6048
625,208,51759,95176,111735,99911,90719,98658,192471
626,19,58994,34920,40334,0,75052,52866,43911
627,26,208915,34705,5536,82742,9608,19302,22074
628,34,8758,0,10157,0,26384,35011,21882
629,17,15745,70509,157383,62788,68772,0,78836
630,13,6691,20602,565,0,26579,29157,2252
631,21,23008,0,43159,58425,0,25071,31614
632,16,19090,0,6779,10774,2528,1072,34802
633,36,18697,15967,12766,18004,71785,69005,62225
634,35,60518,41986,13286,31039,15676,78332,15699
635,46,33261,20044,5603,36518,34467,16204,6758
636,45,26657,91843,30460,7875,1011,86214,36354
637,36,39953,0,62840,152545,11186,194138,59104
638,33,71521,32706,176251,30356,65353,31312,21398
639,56,13953,53379,53440,25274,82242,31955,118862
640,32,43396,33623,33318,52119,44803,40599,67112
641,2,0,8447,11298,0,0,0,0
642,39,161444,282533,417757,272455,451571,163553,222993
643,29,25781,19571,37396,15504,16687,12868,7658
644,24,13777,9786,34911,21373,50416,29919,5012
645,20,6386,1329,18868,36715,93013,98655,12671
646,12,47107,0,25760,0,10518,41478,21398
647,482,124148,130127,235793,110484,249612,330067,241685
648,19,15055,15863,0,16939,0,13404,122871
649,26,76756,6160,2260,3991,53601,18765,43922
650,42,51763,49650,37430,24920,27610,99138,78576
651,26,9841,25134,12767,12416,68934,17747,65434
652,9,0,25753,11863,68729,0,65413,6082
653,50,88319,41286,50560,69653,70269,58336,70467
654,23,19189,0,48243,39465,3034,154460,9348
655,80,157810,76113,337653,131270,49375,40653,64542
656,20,28536,11846,43498,8425,0,0,20046
657,30,21747,47774,35565,31704,30037,23484,13065
658,50,75597,32304,50457,14146,89434,32685,62166
659,24,4507,26916,59302,16876,15566,5212,11049
660,26,15597,12361,9479,6900,20005,0,6746
661,49,451679,437438,427067,75185,421130,718844,351642
662,55,23184,60670,47283,30845,36813,55120,61290
663,179,244537,372983,136323,256803,242916,265654,164089
664,38,35918,28121,25703,70593,64120,61872,202722
665,37,15598,58486,84679,94263,29127,18015,37931
666,568,144213,123697,211314,213465,226959,225647,265917
667,19,18403,9785,3728,56801,4045,3217,8447
668,29,4723,0,70714,38417,17304,26346,7298
669,20,0,36053,24855,26604,22250,81498,233128
670,67,55823,24104,84566,119944,43783,65478,7511
671,103,141596,143852,222720,158874,173791,225590,222126
672,19,44283,76226,79990,48776,29228,45897,43810
673,21,24306,47384,95695,52323,63007,43215,57888
674,8,0,20602,22596,112627,0,6220,0
675,62,54055,142080,229145,57935,117500,131470,118635
676,37,78922,74372,107331,43011,46321,13940,37165
677,54,19288,52987,23533,45274,78076,48813,111788
678,13,4428,8189,8699,8691,25890,23591,0
679,146,173121,234529,444307,158206,141082,111803,53523
680,94,57704,113991,49644,83745,69417,63591,49869
681,32,31539,10147,57564,42622,0,11849,103173
682,51,10086,22168,56821,18278,22951,25253,16104
683,43,53051,12908,16734,19999,16294,11120,2928
684,62,14565,5150,25650,29890,9405,68630,59846
685,21,19582,44706,55812,36360,145594,3314,13177
686,27,64553,0,53666,27049,6068,26594,32886
687,57,141094,189289,84893,76268,174358,251956,166851
688,47,14111,10178,39996,11688,30544,5984,49596
689,8,4428,10610,0,0,0,9436,67574
690,15,0,6180,25974,8859,26721,33157,20836
691,32,26569,4944,61902,79107,15878,87933,62900
692,18,22436,24557,7209,42053,40150,27345,7264
693,69,49557,107150,136966,69208,103867,28997,78218
694,38,51761,142853,39216,130719,70522,98033,155645
695,26,11809,21633,57509,15831,13907,4504,34868
696,42,0,12670,0,24387,14665,70237,199592
697,32,29523,10815,84058,17736,43389,34261,39417
698,10,0,10301,5276,8868,25285,29811,10812
699,386,334779,461426,518106,431632,541826,431215,374146
700,73,7754,42497,14077,24636,2933,41779,32838
701,50,79611,76637,84678,98218,93247,95814,62787
702,21,29423,10764,4293,16194,115467,27366,21668
703,17,0,14421,57622,0,19853,31259,40037
704,36,6495,50784,60558,75558,30745,64116,171525
705,45,55894,39010,29951,8664,33981,108658,42560
706,19,16758,0,77957,12274,66385,29746,47302
707,33,62980,278124,59937,120611,79926,75064,45049
708,50,58452,110580,22596,71781,42051,156948,19934
709,15,0,12361,22518,47313,4501,0,17231
710,16,0,25732,78263,0,11014,59707,49149
711,4,0,0,0,117062,0,0,28156
712,70,42795,82911,68240,70682,419108,112918,102205
713,29,13776,91679,36154,17736,24273,23312,50949
714,52,12811,45694,35500,0,3156,14551,15271
715,16,28341,2472,9038,22614,13350,47826,39305
716,46,21012,5758,18065,17205,15909,10134,31546
717,8,28341,0,0,5498,0,32170,52932
718,25,1378,19881,156816,18526,60378,35173,8559
719,30,60007,5974,69483,42392,14766,42840,25283
720,42,84973,230976,60558,9932,26011,60619,32244
721,7,0,0,0,13410,5866,6220,12220
722,28,67733,28049,2418,85855,34102,68350,171412
723,33,32878,84395,37769,56411,13653,23484,5519
724,31,11021,9044,9264,30561,47989,98184,31320
725,25,11513,16636,7943,100958,10994,28964,35092
726,25,19189,78740,60964,68854,34538,29403,20047
727,41,52382,50371,8225,35907,81222,70283,34462
728,22,35919,5150,81007,35474,46522,90054,16532
729,33,33487,123920,88363,38942,10306,38539,121306
730,110,829313,159221,448474,819258,483825,523109,695254
731,42,83999,103371,145451,63427,100773,78313,75930
732,7,18599,0,0,0,0,10723,23267
733,33,12300,31942,20677,16229,42609,3003,16218
734,10,5511,0,3559,92586,22027,20460,8559
735,4,0,4120,0,5764,0,0,3378
736,1,0,0,0,0,0,0,2816
737,14,10333,0,19105,14260,16081,5180,39035
738,35,6042,6138,33872,3830,35519,39121,17254
739,62,3887,24187,124809,64186,99742,108318,170105
740,30,12792,58449,9829,21072,10821,75203,26895
741,11,0,5419,7818,4966,2104,0,16319
742,118,139045,336056,361628,117063,180528,218007,248783
743,30,2067,20653,20212,39109,4207,29392,44126
744,33,90356,12361,123770,4966,42083,84017,14641
745,2,0,0,0,0,0,16085,0
746,1,0,0,50841,0,0,0,0
747,19,8266,0,76850,11352,8495,36245,43697
748,11,4920,0,0,3547,11327,95437,3604
749,173,64784,98784,50229,79849,17902,64773,2084
750,26,36312,42955,59744,41460,93339,74313,47470
751,57,68341,75970,5988,27040,79926,85895,124550
752,9,32769,4996,10959,17985,0,0,7647
753,9,0,14422,33894,0,12480,5255,5350
754,14,30742,0,52536,0,6695,26273,12479
755,57,7617,115823,195286,239668,76853,172529,55096
756,12,4379,4326,7287,6500,9709,1072,24664
757,13,21649,16687,10846,6084,154738,0,94604
758,15,11809,37320,15874,0,102855,15012,9348
759,43,22417,71572,20449,34099,54803,29468,14618
760,93,81292,236867,97027,267143,27145,361004,75524
761,34,0,16842,26471,12618,34456,0,39418
762,12,6741,2987,39317,12593,6978,5125,8988
763,32,33459,81882,60219,54095,20824,18295,19372
764,41,80396,35177,68444,38435,102845,233169,208824
765,12,10332,0,23952,17736,20228,21446,7320
766,192,66996,92819,109586,135129,119648,149762,121934
767,71,9600,12854,48942,2871,8532,5790,3345
768,20,9831,49960,44514,32459,50871,45896,38629
769,32,0,3090,11185,60394,89120,53917,117239
770,10,65538,0,0,0,28652,117421,20272
771,30,85307,81480,75076,58221,22907,24277,28122
772,15,16237,14936,92645,18358,3944,2381,20272
773,45,35229,20087,37395,85536,22148,34208,37560
774,34,30899,45900,23499,26517,30340,14906,34305
775,22,18697,22559,15252,36360,24273,55333,56085
776,28,8168,3183,38380,14135,14029,22090,34981
777,17,31244,46662,33895,7982,0,4289,11488
778,39,104997,57345,28132,47358,55309,44716,83273
779,54,40247,41533,37510,60394,76751,49080,195942
780,27,29976,6129,0,7848,142895,18766,40106
781,10,0,70252,29149,17559,8991,6434,6735
782,118,74984,81215,114698,44695,62299,52555,36084
783,4,0,49444,0,14988,0,47397,0
784,8,4428,14730,0,0,5765,10187,10801
785,30,45955,40894,27002,28911,20227,40964,30408
786,14,13777,3914,0,14011,29380,0,16600
787,10,0,3090,25420,7095,2022,1072,0
788,29,4910,13648,21048,4922,5006,12601,8391
789,22,5294,0,18076,18091,20329,65863,38855
790,334,480975,847420,810584,679120,759461,439993,567169
791,81,21482,68861,36075,41806,28719,73037,21566
792,17,984,0,41679,23413,7079,21533,10000
793,185,69405,187854,217466,167007,70289,134852,58430
794,9,27061,10301,13558,0,14766,0,9010
795,114,556208,317171,486135,685028,452087,485953,2909298
796,208,219002,154335,227284,170688,106950,203584,223251
797,61,92797,76473,30392,65786,43932,139267,98162
798,237,100576,127507,173237,124665,113464,113649,16286
799,42,34442,51917,81233,30596,17749,41145,73995
800,14,90533,0,28245,113338,54371,2681,7422
801,22,7518,28327,52749,0,29835,0,108658
802,13,2952,3708,23534,6386,3641,41392,6081
803,66,83429,131810,72330,307981,60398,56833,49553
804,193,209414,110755,177248,139576,110912,36930,71922
805,18,0,8550,26980,25079,48494,6327,61345
806,11,0,26267,7344,10643,14361,7721,21285
807,11,12792,0,19410,17648,0,17854,1126
808,24,19681,0,47451,51880,11125,33028,81189
809,46,50068,69014,42549,19954,50537,17490,39213
810,4,22633,0,0,0,5947,0,36941
811,18,4920,11125,77890,68934,6351,22401,52932
812,11,0,0,23726,67399,10114,28739,6307
813,213,140046,151538,278054,161115,162208,286447,150190
814,19,7134,22869,7965,37247,1416,0,11262
815,11,0,27565,59880,16096,0,38068,51356
816,57,337187,61466,232717,63657,68125,252065,118276
817,26,21503,66749,173991,423261,12278,65949,566267
818,15,26943,39659,28189,26782,62178,7721,0
819,21,11317,51915,20336,31571,13856,28846,22525
820,43,18884,119233,42526,75117,55290,23914,56627
821,34,13728,15708,26720,22038,14209,28686,30264
822,13,0,29232,17670,1454,0,0,30183
823,23,0,29460,14913,5188,0,36781,176670
824,46,897656,1629391,80363,316556,46421,499890,294341
825,11,6593,0,0,0,8293,12760,3379
826,24,2381,43398,61686,0,12541,37425,18470
827,31,15548,43056,58299,61636,14664,42529,0
828,14,34442,10610,28245,7539,37874,16621,60726
829,39,45266,206223,194644,123989,74374,48094,40994
830,46,21551,84735,182656,53919,41060,58367,60613
831,29,79040,100732,6022,70716,0,36578,10959
832,63,65341,63906,56490,60340,32768,124819,162447
833,47,48140,40018,67110,59553,18002,67654,43867
834,9,2067,43160,39701,61138,0,3860,0
835,24,0,0,1685956,41504,92703,107610,90774
836,82,27851,44626,54694,21640,35748,24110,35790
837,18,40621,9064,6712,24122,11721,1062,0
838,29,9840,22662,7321,8408,49840,66056,123300
839,94,158729,32035,315523,120647,334404,120970,241475
840,1,0,0,0,0,0,0,5068
841,37,4861,0,8993,34135,14270,26625,23301
842,9,0,0,3389,0,25992,24128,20509
843,14,72859,0,23025,13728,0,46754,27762
844,21,0,26988,7344,29930,31453,70077,16680
845,42,263255,201805,155461,76977,55626,127394,294846
846,26,16335,1751,6440,2838,66849,8868,51751
847,47,53446,90030,174622,39111,7727,34583,12952
848,14,3336,15966,0,7095,142399,42894,141905
849,32,109888,57788,26664,35323,45229,76672,62257
850,32,26353,37722,37983,48900,10448,54453,22975
851,25,24897,41172,15479,0,4602,39141,11264
852,12,6396,57684,10733,5844,22837,7067,10136
853,15,4074,11949,9592,10376,45511,0,0
854,52,97372,73794,101954,66113,85884,107395,125257
855,56,171844,115421,27669,143978,52844,63804,50299
856,42,17713,89246,17106,26100,22089,76137,38472
857,8,0,28431,27896,29443,0,0,0
858,21,24503,27132,43204,10819,0,61177,107443
859,35,49842,47899,65980,83230,37167,14948,46175
860,66,78154,69756,76692,99353,84702,43247,66661
861,22,0,5665,1879549,181801,413364,0,79467
862,45,51960,5768,48266,63002,111048,40706,80390
863,45,96388,167645,100869,73900,20228,16729,34124
864,201,184144,386189,239574,237638,175028,520567,222646
865,71,28026,80015,41871,30402,94723,58302,439656
866,19,0,15246,92067,0,0,41178,80525
867,56,42501,23517,230842,126427,119927,167671,108083
868,67,43299,121139,141451,197411,142389,19066,281219
869,35,6396,50474,31068,68375,20227,71611,147569
870,9,0,11836,0,56314,7079,0,33336
871,106,65500,71173,58309,76544,77196,59442,90063
872,25,27061,13390,11863,6208,4046,15013,1689
873,28,6888,64379,36040,2661,17982,8257,132669
874,11,5757,25855,94678,2217,0,11786,0
875,26,102637,30592,58410,19333,43994,194201,25115
876,25,120606,0,20868,0,7747,0,11802
877,49,39215,43841,57145,19253,39909,44503,24462
878,41,22200,62835,27263,64118,26842,28309,70163
879,90,97658,78101,65675,569555,43064,76234,61357
880,13,31490,18130,102813,0,25891,14530,69240
881,64,43123,131090,265166,204112,156375,199198,15801
882,36,36706,44438,38413,78015,35883,236664,152716
883,18,27996,10301,110947,10642,36408,0,38067
884,32,12300,108191,10846,27296,44348,4643,40848
885,48,55707,93141,28697,25683,25830,30207,18605
886,58,107363,257275,171922,22614,83165,77100,99503
887,73,31223,274242,288785,137504,2812,13598,26466
888,38,89746,250137,55699,120539,101439,51043,119943
889,23,19189,24145,29974,8257,6391,9008,32457
890,16,0,7726,0,22704,19216,197740,0
891,53,73411,18851,33430,59026,98164,143041,163728
892,45,17734,9302,43973,62371,72314,2788,37514
893,28,0,13494,4406,3317,39747,42349,55839
894,9,61602,0,11095,50550,31353,0,0
895,1,5904,0,0,0,0,0,0
896,240,16217,129688,219237,151690,170504,148241,195792
897,5,1948,30903,0,0,24778,13511,0
898,24,0,0,1209,31873,43265,26423,55264
899,14,49301,5665,1695,39455,2023,13426,1216
900,253,155263,189959,122482,281548,296238,193077,260491
901,279,172078,183548,107165,60622,88563,205092,125851
902,34,190894,49949,76103,39553,41890,24557,11263
903,45,2780881,42326,4778660,49201,37076,28097,2713963
904,22,59142,33478,25533,37247,15171,2145,11262
905,34,61503,168419,124278,183131,94056,130826,2816
906,70,39157,60673,87402,14775,22483,33371,16128
907,36,45619,43718,24584,26072,55727,34592,3942
908,30,99693,52555,81516,23172,0,18841,0
909,128,0,8632,3615,31473,48035,97703,114767
910,16,18048,20427,66749,28174,42527,45906,0
911,24,26727,0,143136,50949,42134,90494,59668
912,7,10382,0,12597,8868,0,26487,0
913,52,387286,175527,106302,129035,20875,19174,150812
914,9,9841,4120,6778,7983,3034,2252,0
915,25,47696,0,7683,7848,18964,44867,99896
916,10,8856,247221,2260,0,0,14423,42064
917,102,345078,61268,56920,7679,26093,8632,1340466
918,4,0,0,163823,0,10114,7506,0
919,84,35346,202618,171393,1081852,258604,577498,227904
920,43,26717,55130,25658,31836,37218,94687,86595
921,22,37396,31191,6643,13621,34538,23484,92329
922,85,64859,124013,84372,69419,216624,77080,53214
923,23,12006,12516,13489,15875,37723,7293,30904
924,5,0,11331,0,2217,9911,0,3829
925,31,4340,163320,26831,32637,59164,47592,5631
926,82,75557,52420,85547,115865,18084,38636,57775
927,59,37886,56551,95300,65271,109529,148883,158168
928,26,92009,3028,61563,39438,4753,6434,123210
929,12,6396,2575,22596,0,5704,27485,21061
930,148,383709,170254,153374,112591,47637,349233,330718
931,26,83843,74435,31296,37247,21744,56834,80750
932,13,88603,166617,0,0,28318,3860,4764
933,37,22377,45767,7943,22091,43115,13040,36479
934,22,976379,39061,25623,38896,6372,0,111879
935,8,0,1030,14236,975,1011,0,0
936,10,0,0,33894,8868,10518,29382,49644
937,10,14367,3152,4790,1454,14139,0,0
938,13,4625,27627,31906,45761,29208,8515,11420
939,25,7331,371221,455313,536891,38331,0,263537
940,5,0,0,0,51259,0,27452,0
941,2,0,17202,0,0,0,0,0
942,74,51566,47262,80859,70096,42344,34830,79084
943,126,221903,276311,218675,112071,204801,55085,103871
944,26,40839,161826,38640,11618,17902,20911,31197
945,21,41576,33540,59360,27457,2903,19302,6926
946,14,31785,45942,46323,25275,8091,9651,15846
947,33,0,186910,14586,23466,1044591,1323535,30329
948,23,21748,54696,0,4878,34385,67128,79511
949,16,35623,1030,0,41237,18680,0,22977
950,6,4428,0,2825,5543,2832,12868,0
951,19,0,0,31522,0,48960,36524,67708
952,18,17615,6387,26099,17187,5967,18122,38832
953,36,137867,21118,202009,67578,27712,100907,172988
954,8,0,7210,11298,2661,21238,10080,11262
955,62,65035,15245,33838,24264,267899,146846,63550
956,27,31293,1854,17003,4701,11358,19259,8109
957,12,8364,0,40559,29088,70795,7506,23426
958,19,10332,16481,0,19865,10114,41820,35814
959,21,4428,46869,58500,5144,26437,26745,2703
960,49,48219,80729,160321,75736,68569,12117,0
961,23,0,24742,88894,28316,21137,25693,22829
962,8,3208,19057,8474,0,0,8579,0
963,50,32472,47899,85413,29975,8090,72833,126500
964,48,67317,33148,20337,46178,71930,67127,62583
965,84,346840,733968,265122,474971,0,288309,643661
966,9,10824,10301,6101,13302,4642,4182,7884
967,5,14751,0,0,6740,0,7989,8390
968,14,0,0,4180,6829,15372,15495,33561
969,77,67387,170356,209424,34755,42162,89155,57663
970,25,1673,70160,7853,88152,8686,25950,1351
971,27,8955,21055,20336,69519,74982,86259,46063
972,14,121432,94459,25760,74885,21238,0,23876
