고객번호,식료품구매횟수,식료품1,식료품2,식료품3,식료품4,식료품5,식료품6
592,211,222220,693455,218142,391594,366031,507680
593,168,269011,784576,498563,664072,122274,520314
594,157,110846,226517,382580,163072,158460,247150
595,128,93662,208904,177493,104028,183020,312159
596,911,10707045,3472860,3879227,3561623,2678038,2275154
597,250,573980,650059,703846,800247,845163,577370
598,268,174008,407987,344858,307774,225640,264137
599,283,300378,509224,226627,846118,529965,553702
600,1310,942324,1415063,3234319,1395726,2196967,1725625
601,166,230856,168131,281524,212770,237767,213350
602,137,356022,72725,615970,106257,581954,488631
603,284,381063,446757,424403,480270,530670,274067
604,344,462194,847039,492990,515117,301809,220773
605,4,0,0,19805,0,0,0
606,224,732953,1973211,373187,934034,660355,187735
607,538,533171,1007829,881460,900801,985276,1472896
608,658,1141435,718250,1021712,732249,978772,944687
609,456,366009,310010,440028,573881,436124,651851
610,507,775370,1341781,1193197,2021196,2974111,1176366
611,173,343346,376644,450013,258832,224914,297650
612,434,1579275,1835549,1592586,2008443,906254,314058
613,363,209127,361571,397928,531413,373819,324488
614,213,703615,1100257,810016,259781,269507,464278
615,276,270697,381239,527818,440304,415160,480524
616,940,653175,816909,1137192,956715,880149,837329
617,424,445236,502131,503769,555196,587607,416321
618,455,154591,135045,2060691,1515351,1781311,1099621
619,117,87344,120342,157646,178515,192570,108896
620,176,167439,345152,408686,248959,408389,670816
621,590,549171,532287,733807,630432,583666,490101
622,145,423872,1647138,262722,227915,102381,200322
623,653,268431,392354,628641,763348,517255,576498
624,935,1287900,914143,839702,1163433,879850,829015
625,280,113158,244772,311318,698452,302528,303887
626,606,243797,654269,950384,439491,506155,433778
627,166,294763,248313,232713,232553,224380,159561
628,78,66128,70929,76726,144749,77521,129235
629,908,1091905,1013792,1182111,647068,1301536,922536
630,614,1960430,2580262,2685329,1642574,1848513,481018
631,59,45009,133489,51067,58576,79038,53938
632,491,1434703,1447456,2058900,857580,698758,876584
633,807,2487342,1851809,7398278,1563365,4340604,1090974
634,389,1195873,549682,1033838,187140,954471,994893
635,202,495279,551442,382892,310701,421038,168196
636,351,1008817,322876,507882,494923,737421,769025
637,538,340963,465883,1093234,923765,482119,967710
638,330,557879,519216,958813,198246,770856,680640
639,308,3720368,320164,3050325,704421,3910237,1009171
640,331,511105,610423,590302,526036,140185,511344
641,309,1068352,818135,1288057,780712,1111394,1337211
642,690,1259857,1389803,3159647,1385106,2132037,1807316
643,318,639509,387832,500967,574201,559163,269876
644,415,421459,504795,1266399,1279232,862876,656889
645,200,204485,512183,630186,444366,548976,838610
646,1881,1644424,2075270,2055871,1391619,1788002,1787379
647,16,0,10301,0,58443,0,10723
648,195,135603,493261,508910,315196,540524,498121
649,119,74276,69017,57517,38844,96298,159392
650,386,448473,352003,777705,423511,34871,393768
651,94,119111,213507,202767,84845,410996,196334
652,97,117772,258653,402642,137547,282604,292930
653,607,561095,527740,582686,1052850,901399,1035212
654,562,953337,1259744,2012183,2402107,2722118,1098671
655,1187,583356,890429,1033845,563921,733159,918086
656,121,159338,1593844,565239,412129,136837,3255188
657,296,806956,795002,645887,407135,591690,1445707
658,961,1018623,802955,1230233,854695,1677694,639051
659,707,862070,658676,771435,521497,565554,1108495
660,0,0,0,0,0,0,0
661,458,1062079,569945,434904,555971,951780,561493
662,607,537342,530322,571926,449329,928465,973639
663,14,17880,3554,0,0,1881,22713
664,171,270252,296419,224832,474384,764139,523023
665,1431,1201739,1449227,1758960,1222934,1563400,1430553
666,2,9053,0,0,0,0,0
667,280,239705,466165,384115,481172,371021,375748
668,2,0,0,0,0,0,5576
669,421,753608,1807459,1418779,905237,957059,1248560
670,141,227090,265567,435328,206988,507714,347537
671,843,441528,606231,697691,490916,470003,707071
672,250,246261,724002,570516,482480,362525,718032
673,267,1378580,1156255,828874,758350,677224,1714472
674,76,129679,79626,110224,256275,74942,177537
675,894,817475,980686,1059801,1355559,1541460,1791845
676,189,190858,507640,494970,462672,261025,586576
677,1213,859185,1194437,1051345,759414,716684,722943
678,952,1055085,786134,692440,982170,1332333,1098560
679,35,228297,49143,0,100224,128190,0
680,1232,871749,1399748,1551657,1317769,1422518,1136310
681,287,668698,546369,596338,618535,450623,444998
682,1313,1289237,1780880,1245969,810640,775749,1600774
683,895,443843,758729,470657,727477,937236,941212
684,349,29974,206077,200600,433318,524290,668360
685,59,116737,111184,139531,109215,48677,32417
686,272,319159,365773,500935,364337,397363,443957
687,382,521159,1793711,512686,491810,605919,735984
688,341,289118,226689,371987,281602,431494,409247
689,87,130408,127050,323193,174706,160876,247923
690,421,509735,686637,622063,448223,895039,2370470
691,282,298659,448805,476993,256822,247101,350861
692,987,700136,1141245,1628833,729873,673712,976849
693,451,756830,676303,387389,576843,943156,526641
694,463,722111,614848,836486,475693,729271,1118257
695,227,479472,852675,907092,947350,315707,1003044
696,282,277823,380571,457428,418048,294596,310911
697,119,111200,129142,225466,195440,150329,144701
698,271,100815,602373,432099,371998,227789,445074
699,180,319864,68242,170806,108156,219322,96759
700,3,0,0,11061,3680,0,0
701,1196,13316393,2625804,23311531,2248681,11161687,8527933
702,511,543491,437572,538311,252977,453003,568955
703,165,319238,449151,409475,263321,163547,443070
704,411,334147,864588,588817,785273,904119,842259
705,1056,1404258,855464,797914,747413,1321540,1319175
706,559,555489,431862,1004803,732921,553006,455045
707,580,983930,941384,1519709,741004,1011517,663311
708,207,130348,241512,357030,331044,458859,951132
709,440,481244,1139589,1271700,515666,621045,601721
710,917,1120472,915096,1358304,976858,1286531,1433552
711,171,414158,395101,435825,162964,510291,330229
712,571,820314,790776,1397621,1155772,1529032,1661817
713,101,145408,221467,144785,135455,107962,242079
714,333,231737,228679,427757,184387,219748,382289
715,279,589249,855653,586123,749931,826836,525134
716,1184,952362,786004,1803968,935186,1270674,1177149
717,74,242816,105738,90294,164356,109621,195916
718,259,600246,659132,979131,809549,565876,775313
719,1387,887395,892119,1582597,1001702,1333075,1532535
720,1105,1928144,1761013,1669235,1179204,1566180,2399339
721,661,398018,286275,448531,537556,472128,556099
722,909,867898,1297296,1879007,1415552,2341197,1898797
723,678,909136,1229825,975808,644313,834612,863037
724,412,245367,140238,405095,899685,569033,723851
725,1519,1200425,1094100,1140924,1204294,1319128,1104947
726,275,221025,354307,761631,439864,327261,363148
727,569,1832881,1187646,929947,664980,1333406,1001997
728,126,82247,357192,143723,255846,486564,634382
729,742,1396465,1606120,1514275,774448,811424,1076508
730,1627,1800316,1902647,2286987,1338614,1887032,2319290
731,934,1402253,1003827,1267959,483226,980740,932812
732,153,467324,301663,694775,35340,251697,375308
733,1037,895706,1496447,1538745,971745,1500320,1277938
734,600,528489,270087,875342,700891,499035,1208434
735,309,1105629,576176,733529,544832,796982,932892
736,162,402231,390972,307105,270360,209761,286958
737,731,312167,132193,548659,1111511,1320221,758029
738,482,259231,374032,582916,243750,444240,810424
739,417,477599,626973,1152768,721376,557813,1000785
740,1123,633213,962134,1255353,967354,1182477,922164
741,727,675183,525475,861404,516467,780236,1046699
742,613,994493,1238389,1484031,793616,907073,1270579
743,572,428741,561786,720510,329602,363622,1066731
744,324,851919,270557,835435,261732,470315,378379
745,458,1225955,2048055,1362424,1640354,1155662,1681599
746,105,79363,101204,114726,84827,263487,230874
747,583,596941,667086,1016869,467896,631097,1494700
748,109,458855,266648,359720,168037,322352,468922
749,1893,1391910,1151085,1363420,1155814,810854,1205237
750,475,1286061,570816,1250887,919237,1121121,722001
751,0,0,0,0,0,0,0
752,124,105590,417371,259449,319073,100468,447613
753,63,30270,112208,320887,151727,10114,43965
754,87,471941,349078,194440,102830,125713,44443
755,1081,585494,1059298,1525824,1660755,1590310,2122003
756,101,127383,74364,61497,75746,46514,85523
757,208,643318,562377,291626,405555,689881,577775
758,312,686447,998625,436785,561704,559199,1275390
759,1178,2092737,1807479,1444480,1017334,1491116,1249004
760,1044,579701,658083,904132,789860,1205627,1336564
761,5,0,16584,7796,17737,0,0
762,152,127809,134765,202934,76591,220955,252274
763,447,760380,695669,830499,1074102,808880,1013681
764,729,791839,1311969,1276726,1559298,1095922,1216672
765,217,824481,675150,815775,999268,1764142,2006381
766,1166,914159,1135012,1485782,985581,1328726,1628240
767,37,0,243064,169697,70946,60683,114740
768,285,209671,331116,693861,654810,519700,527116
769,1212,1135269,1181153,1376266,1758971,1214300,2104690
770,298,730372,570544,608266,179139,437543,494669
771,559,505766,1766199,1523761,935998,723104,1054804
772,220,395884,401992,311149,635673,443385,140132
773,353,701794,558471,379662,281505,398379,227260
774,508,903137,685932,685136,450705,383225,589802
775,111,203661,49879,196542,82431,317870,153120
776,1274,1509459,957861,2700622,1114661,1794084,2483367
777,236,274056,424320,244644,325458,145828,394333
778,2121,2418797,2020775,2362292,1370363,1860415,1768260
779,1503,1349579,1415067,1485228,1349593,1802274,1817661
780,902,1166350,619425,613859,476388,1445861,1209508
781,358,726620,1073937,968437,388359,355068,648161
782,0,0,0,0,0,0,0
783,201,1034378,878550,584292,814620,1205729,1098816
784,156,251348,457566,510592,146594,239944,531875
785,423,787118,1123387,1008375,927384,808617,389997
786,117,388061,195861,8134,116353,341910,407427
787,387,443141,1097536,880278,544093,751515,930871
788,61,404683,170943,138718,305428,160300,70989
789,221,658814,349260,510027,459477,573649,461587
790,473,212542,410404,508860,406796,340080,358079
791,102,106881,159642,150360,120424,101155,172138
792,96,1000440,117193,1064520,76187,1029420,225181
793,136,16758,109592,198714,144241,75054,55477
794,177,527303,418657,443797,404227,248077,107663
795,461,996188,793372,982885,955117,1026644,931621
796,1325,1381385,1316863,1851457,973427,1061904,1764085
797,622,552809,709729,851182,936112,603914,1834069
798,6,18373,23177,0,0,0,0
799,458,791073,980490,1429340,561728,792658,773408
800,480,893818,1453152,1871557,1149664,1930315,1380825
801,377,387510,592157,894741,540162,913712,878834
802,677,727072,1046547,1447916,951169,625872,744263
803,242,518700,835658,807878,1010286,765365,441835
804,0,0,0,0,0,0,0
805,17,0,0,0,78745,0,0
806,300,436057,461976,607338,546810,859115,364681
807,433,917184,673979,784678,646889,706251,678177
808,867,1721954,2032393,2267829,1836016,2624058,2343367
809,1799,1429750,1820131,2120145,1195839,1382810,1230148
810,184,610311,1064053,357133,265876,520097,436240
811,315,530481,697481,1025860,454385,1112248,1770724
812,241,339776,211613,672632,716191,380194,712834
813,23,0,0,76488,45672,243938,0
814,135,355489,106768,604254,610124,438100,304727
815,351,1589597,2379520,1058190,1327998,1073467,941774
816,810,6331774,1474738,3879963,1269446,3794874,1702627
817,133,138792,214333,278499,901096,320379,143780
818,690,644731,736164,910186,816730,1842381,1327820
819,246,210716,622488,450834,361451,261602,1123879
820,1183,1030169,915124,1043813,560188,914514,792073
821,13,66375,10301,0,68766,0,0
822,749,797917,1092683,884707,629367,708187,1107997
823,398,1376614,915509,1267603,652533,810424,894909
824,1221,1867842,1637867,2039945,1315612,1416535,2148861
825,202,386033,261056,139936,132113,695457,532525
826,738,629771,764625,753609,667385,479785,622772
827,368,424855,294942,1029538,779853,996094,502580
828,222,353306,488710,320559,221569,265189,441773
829,688,173711,859051,905339,616579,584649,1004601
830,787,427167,587014,788564,813677,852041,1196482
831,47,7462,83407,113158,34614,0,118827
832,381,576752,1113055,1210130,1111784,885524,1169691
833,805,752660,953443,1065552,1043969,928220,996640
834,867,817777,1065658,1306554,870098,426217,1061446
835,1014,1475305,953241,1322445,1131767,1185478,2076333
836,640,230449,281658,391035,483837,537898,499409
837,11,113166,45839,67789,0,0,29050
838,154,122326,224950,319983,544319,164316,326530
839,1178,1839514,996670,2430326,2380964,2804990,1569781
840,114,0,74369,38981,206236,206792,216043
841,67,38772,83091,159833,337084,31757,67815
842,87,40856,192597,51859,186812,1763735,239925
843,1165,1524213,936195,1111584,613524,653123,1030484
844,359,403996,486779,1204201,864608,1104095,566876
845,421,1349583,994994,757578,888449,740337,908519
846,164,328796,186373,616955,300114,370196,415787
847,435,1215453,1115671,1007138,803875,711388,1102096
848,176,227809,145614,338368,196496,185354,414311
849,791,714485,776386,908242,572745,1182531,1259543
850,533,802013,814951,1001059,412372,744615,1235490
851,295,192120,545480,540689,387843,428121,179178
852,322,370410,653142,756192,457889,766229,278787
853,390,882009,1226846,1445637,1111589,1750278,1326729
854,1269,996908,937328,979694,865032,986667,1261441
855,408,1268893,1253342,1518530,1599264,1160797,1705549
856,466,249548,1295665,330456,784038,562647,1033393
857,64,180981,105276,65755,98882,51934,44608
858,202,108176,242884,233090,466941,350440,534293
859,481,388763,965546,533046,743390,626633,924771
860,1507,1322243,1607008,1413353,1269102,1321904,1785698
861,90,656994,93222,844080,812335,1376877,82527
862,865,714674,546879,835632,737792,1080395,938962
863,557,1055118,1582064,571214,778004,455241,784983
864,993,1104548,863607,1786808,878125,1538043,1960873
865,543,897220,1310335,1189307,882668,844771,1129075
866,318,786342,673091,912808,693008,608305,387330
867,3,0,0,32923,0,2002,0
868,427,1351073,1561135,2192717,2054576,2039475,1655732
869,271,106015,376165,989528,350965,629370,785572
870,120,135112,279690,371571,252942,205658,195864
871,1083,1478602,1416606,1223213,1085601,1371033,1322779
872,777,759784,764171,1083829,360060,454569,652811
873,609,504387,303163,352951,635065,887951,1078734
874,330,477708,572142,482618,269314,572135,721440
875,969,1380652,1550196,2489536,1584610,2211570,1301551
876,3,0,0,0,1987,21238,3753
877,1214,798941,849313,1252896,825544,1485761,959590
878,588,1313554,577873,846612,686987,1822565,2040705
879,107,185261,240176,254568,165420,157612,188592
880,1032,833062,978518,1257920,1021098,886930,1157808
881,125,215402,187044,119004,174750,77431,10145
882,229,180370,239443,322571,434326,322374,1292883
883,301,1209004,1051813,859253,823170,1034278,685964
884,319,917700,845998,1284138,660995,1056593,693279
885,510,1410352,1034885,1740420,1080610,1047947,1628637
